doc_id;doi;title;assay_id;compound_key;molregno;canonical_smiles;standard_type;standard_value;standard_relation;standard_units;pchembl_value
3833;10.1016/s0960-894x(00)00365-6;1-[2-[(Heteroarylmethoxy)aryl]carbamoyl]indolines are selective and orally active 5-HT2C receptor inverse agonists.;2885;2;83816;O=C(Nc1ccc(OCc2ccccn2)nc1)N1CCc2cc(C(F)(F)F)ccc21;Ki;398.11;=;nM;6.4
3833;10.1016/s0960-894x(00)00365-6;1-[2-[(Heteroarylmethoxy)aryl]carbamoyl]indolines are selective and orally active 5-HT2C receptor inverse agonists.;2885;20;83911;O=C(Nc1ccc(OCc2ccccn2)nc1)N1CCc2c(Cl)cccc21;Ki;1000.0;=;nM;6.0
3833;10.1016/s0960-894x(00)00365-6;1-[2-[(Heteroarylmethoxy)aryl]carbamoyl]indolines are selective and orally active 5-HT2C receptor inverse agonists.;2885;9;84271;Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(OCc3nccn3C)nc1)CC2;Ki;12.59;=;nM;7.9
3833;10.1016/s0960-894x(00)00365-6;1-[2-[(Heteroarylmethoxy)aryl]carbamoyl]indolines are selective and orally active 5-HT2C receptor inverse agonists.;2885;3;83777;Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(OCc3ccccn3)nc1)CC2;Ki;100.0;=;nM;7.0
3833;10.1016/s0960-894x(00)00365-6;1-[2-[(Heteroarylmethoxy)aryl]carbamoyl]indolines are selective and orally active 5-HT2C receptor inverse agonists.;2885;8;83987;Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(OCc3cnccn3)nc1)CC2;Ki;10.0;=;nM;8.0
3833;10.1016/s0960-894x(00)00365-6;1-[2-[(Heteroarylmethoxy)aryl]carbamoyl]indolines are selective and orally active 5-HT2C receptor inverse agonists.;2885;14;83766;Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(OCc3ccccn3)cc1)CC2;Ki;25.12;=;nM;7.6
3833;10.1016/s0960-894x(00)00365-6;1-[2-[(Heteroarylmethoxy)aryl]carbamoyl]indolines are selective and orally active 5-HT2C receptor inverse agonists.;2885;18;83877;O=C(Nc1ccc(OCc2ccccn2)nc1)N1CCc2cc(Br)ccc21;Ki;501.19;=;nM;6.3
3833;10.1016/s0960-894x(00)00365-6;1-[2-[(Heteroarylmethoxy)aryl]carbamoyl]indolines are selective and orally active 5-HT2C receptor inverse agonists.;2885;21;83875;O=C(Nc1ccc(OCc2ccccn2)nc1)N1CCc2ccc(C(F)(F)F)cc21;Ki;251.19;=;nM;6.6
3833;10.1016/s0960-894x(00)00365-6;1-[2-[(Heteroarylmethoxy)aryl]carbamoyl]indolines are selective and orally active 5-HT2C receptor inverse agonists.;2885;5;83698;Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(OCc3ncccc3C)nc1)CC2;Ki;15.85;=;nM;7.8
3833;10.1016/s0960-894x(00)00365-6;1-[2-[(Heteroarylmethoxy)aryl]carbamoyl]indolines are selective and orally active 5-HT2C receptor inverse agonists.;2885;6;84278;Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(OCc3cccnc3)nc1)CC2;Ki;25.12;=;nM;7.6
3833;10.1016/s0960-894x(00)00365-6;1-[2-[(Heteroarylmethoxy)aryl]carbamoyl]indolines are selective and orally active 5-HT2C receptor inverse agonists.;2885;11;83734;Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(OCc3nccs3)nc1)CC2;Ki;100.0;=;nM;7.0
3833;10.1016/s0960-894x(00)00365-6;1-[2-[(Heteroarylmethoxy)aryl]carbamoyl]indolines are selective and orally active 5-HT2C receptor inverse agonists.;2885;13;84309;Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(OCc3ccccn3)nn1)CC2;Ki;79.43;=;nM;7.1
4199;10.1016/s0960-894x(00)00597-7;Phenyl benzenesulfonamides are novel and selective 5-HT6 antagonists: identification of N-(2,5-dibromo-3-fluorophenyl)-4-methoxy-3-piperazin-1-ylbenzenesulfonamide (SB-357134).;2888;24;257212;COc1ccc(S(=O)(=O)Nc2cc(Cl)cc(Cl)c2Cl)cc1N1CCNCC1;Ki;1995.26;=;nM;5.7
4199;10.1016/s0960-894x(00)00597-7;Phenyl benzenesulfonamides are novel and selective 5-HT6 antagonists: identification of N-(2,5-dibromo-3-fluorophenyl)-4-methoxy-3-piperazin-1-ylbenzenesulfonamide (SB-357134).;2888;34;257579;COc1ccc(S(=O)(=O)N2CCc3ccc(I)cc32)cc1N1CCNCC1;Ki;630.96;=;nM;6.2
